ds,y,yhat,yhat_lower,yhat_upper
2014-03-09,0.0,1440.239941712126,-1305.4209935214296,4003.3202190824422
2014-03-10,741.956,1615.9874779950474,-800.3457150678566,4167.533668341559
2014-03-11,918.314,1079.2814999110883,-1464.3048819344046,3527.5834848394034
2014-03-12,0.0,458.467026122227,-2076.824778426463,2926.2599796767418
2014-03-13,0.0,1462.522687946553,-1176.217297308812,4039.256978438195
2014-03-14,2108.55,1831.834323139892,-677.6887429309323,4443.2419953921835
2014-03-15,370.78200000000004,1605.357087026502,-1045.7878888083035,4396.043001781352
2014-03-16,471.92,1741.6687732578994,-715.4640878328202,4458.129656078872
2014-03-17,3960.358,1870.6571248935884,-788.5191434513633,4244.996545463832
2014-03-18,28106.716,1283.1118980945696,-1217.2333273492618,3572.1746660227054
2014-03-19,590.762,610.0788624810328,-1676.78796561317,3205.5826562642746
2014-03-20,0.0,1566.2978949327699,-1092.8837395878177,3970.5824879068427
2014-03-21,4109.816,1886.6243741474616,-692.6693681354523,4520.1856197140605
2014-03-22,464.09299999999996,1610.9700438076652,-1103.6966956221193,4269.0992197827545
2014-03-23,945.064,1701.4164846838598,-768.7311901667938,4265.105819583539
2014-03-24,65.38,1787.510282101173,-726.4062027430897,4498.5013714532
2014-03-25,459.146,1158.6526739161284,-1581.7570078238475,3582.373206919416
2014-03-26,145.13,448.1998752365814,-1956.3713863202092,3185.0397071331545
2014-03-27,0.0,1376.1591485797073,-1206.1605351250953,3981.0603311440764
2014-03-28,1823.8039999999999,1671.2723450605424,-977.4621749083994,4269.3331187202675
2014-03-29,890.841,1373.7517083999132,-1201.313724738105,3850.5009973001866
2014-03-30,1170.3220000000001,1448.471087892183,-1337.286134643562,4013.034558183408
2014-03-31,1959.552,1523.8874820853196,-992.4557108754731,4097.746549795417
2014-04-01,119.88799999999999,887.2472349003799,-1649.4768345399643,3384.4386396270106
2014-04-02,1458.558,173.4516035861577,-2333.8199038032526,2749.2492992368675
2014-04-03,233.45,1107.0292001152227,-1623.4104797940788,3631.964622180194
2014-04-04,475.844,1409.8990931855765,-1272.27399544439,3963.004213735154
2014-04-05,5295.098000000001,1121.917563941849,-1569.3389397546525,3566.912872792944
2014-04-06,1650.69,1210.1612892335409,-1738.7278425236827,3678.8532563170056
2014-04-07,1021.1700000000001,1301.4873842699124,-1253.5755330213942,3838.351119197186
2014-04-08,1958.75,680.5659053099328,-1750.1415369387428,3389.8081142064034
2014-04-09,0.0,-16.4821526096518,-2586.2378205262457,2517.088663876289
2014-04-10,0.0,939.1684560874403,-1443.6502208809704,3499.6586182829483
2014-04-11,1915.24,1262.4916668863236,-1468.6141378922503,3753.3666603820543
2014-04-12,1912.123,992.9668469724344,-1726.4897710438447,3413.284607080673
2014-04-13,638.576,1099.9503717385383,-1625.0413293656757,3590.882098502048
2014-04-14,0.0,1208.8681411983537,-1333.4399325952843,3908.457070876263
2014-04-15,294.71999999999997,602.0661085055114,-1852.437743427062,3170.076962291121
2014-04-16,39.072,-82.789523774475,-2421.6208251420926,2520.381590646579
2014-04-17,0.0,887.810021252887,-1676.1167965181553,3358.4107880434453
2014-04-18,1020.532,1222.328752116959,-1411.587827660137,3820.619201022842
2014-04-19,205.47,960.3386083650224,-1648.926776890528,3416.583361235069
2014-04-20,1250.45,1073.964950558018,-1427.001331798288,3616.7994208336218
2014-04-21,845.36,1187.6969942169299,-1263.043967755825,3625.2233254516323
2014-04-22,257.752,582.0421385640007,-2055.3225049451103,3111.3310164145846
2014-04-23,643.98,-103.32515320353578,-2551.4864585057085,2460.356974540788
2014-04-24,0.0,870.215539550158,-1722.8393603845677,3426.686112254299
2014-04-25,2379.9939999999997,1205.0004085919077,-1704.9281011786284,3463.843512799866
2014-04-26,282.568,941.020667345937,-1424.437712943246,3305.0397755821255
2014-04-27,0.0,1053.43442212712,-1444.908449568968,3825.4078963970815
2014-04-28,2578.476,1165.9895278025174,-1444.6656451000417,3593.8902349329787
2014-04-29,768.8439999999999,557.4783590634825,-1899.1827094457212,3027.6185648952014
2014-04-30,1048.74,-130.3658051235601,-2569.5683710129906,2376.9245137414014
2014-05-01,0.0,846.1676562524601,-1810.141573994418,3305.2638082662547
2014-05-02,506.12,1183.1967254466174,-1374.5158428834072,3725.9475095179196
2014-05-03,72.632,920.9775311622758,-1762.4422838583237,3461.042413535303
2014-05-04,187.43200000000002,1037.489328558616,-1653.9011951743503,3423.0930504378134
2014-05-05,260.977,1155.4780125554082,-1398.849735438299,3601.6828634985295
2014-05-06,254.456,551.7208026389916,-2052.1583275651733,3056.3220036766943
2014-05-07,1091.35,-130.3194648912842,-2493.7288353940917,2416.6979101930096
2014-05-08,1799.97,857.8106588481166,-1767.0687206255573,3303.547883807001
2014-05-09,394.48,1205.6567507488405,-1595.391429868999,3809.688807348455
2014-05-10,2343.799,953.3900693629819,-1855.1867316615092,3547.7489399906412
2014-05-11,1642.802,1081.4764953455742,-1388.0297978901458,3503.905099234634
2014-05-12,734.846,1211.3508643058603,-1043.4458706419123,3671.4942098756774
2014-05-13,898.382,617.5007561540698,-1964.3832474781975,3166.76113175731
2014-05-14,310.88,-55.113332454272914,-2665.8329300706228,2399.3156863544755
2014-05-15,0.0,946.5221122391496,-1521.0573786751681,3360.7992744399617
2014-05-16,289.28,1305.251591308531,-1242.138081338732,3983.3032714435676
2014-05-17,91.68,1061.0901731561703,-1579.186568591855,3635.16504259924
2014-05-18,948.9480000000001,1196.9778900751887,-1074.538964440868,3513.5173561272795
2014-05-19,91.62,1333.0846151768144,-952.3161154147391,3868.8316375889435
2014-05-20,320.10400000000004,741.7109519459195,-1980.550442883614,3524.8337855769164
2014-05-21,4264.3279999999995,69.47064563809342,-2460.531776670846,2477.87976058493
2014-05-22,180.93,1074.14064748044,-1515.2674343442623,3536.4039753751954
2014-05-23,323.75800000000004,1432.1090781685236,-1061.9786193253203,4016.9299248130956
2014-05-24,116.28,1183.5132651208326,-1239.2104312399051,3772.994988035818
2014-05-25,119.53999999999999,1314.0711612239354,-1203.084846257729,3957.7213179591677
2014-05-26,1325.718,1443.0077275255064,-1084.7054787521033,4159.674843527806
2014-05-27,2157.394,840.7635574933003,-1699.91048409032,3315.0628488101547
2014-05-28,221.96800000000002,155.93011102390827,-2469.07010738697,2612.7868694464432
2014-05-29,0.0,1151.360552864275,-1400.733986413036,3715.539609849863
2014-05-30,1924.913,1497.279016064953,-1086.2665192434306,4137.441957800081
2014-05-31,773.7,1234.2091274440847,-1291.7130855331882,3843.44662029783
2014-06-01,5188.5199999999995,1350.8754362535415,-1136.0400514485566,4161.402733121643
2014-06-02,738.598,1465.7454345553567,-1227.6871864833322,4090.0850472716984
2014-06-03,741.336,847.5413304396641,-1532.9902525832595,3350.08921731986
2014-06-04,456.272,146.9249173572674,-2612.2684553948484,2577.327089219193
2014-06-05,0.0,1131.8674648278138,-1507.5498411826507,3705.8835338559047
2014-06-06,1374.0010000000002,1466.4200444587168,-1208.1905625543825,3904.772301268379
2014-06-07,281.397,1191.433765188821,-1466.533795425971,3848.6050386648294
2014-06-08,2501.264,1298.5338357825033,-1241.9450023782924,4175.030721160985
2014-06-09,5463.008,1405.281136741795,-1108.4052497379905,3835.471959358688
2014-06-10,491.55,778.492209609436,-1906.5397793693296,3505.3277427154812
2014-06-11,0.0,70.6798089641847,-2709.429116052045,2620.9048609268984
2014-06-12,0.0,1054.6886756988195,-1528.1732940588713,3775.482117586812
2014-06-13,14.52,1388.1343222789446,-980.2448147497294,4035.86301776243
2014-06-14,212.94,1111.9227119040336,-1380.3351783150647,3724.7901753156534
2014-06-15,942.9739999999999,1220.3047920803751,-1383.5389428923795,3705.574267239067
2014-06-16,763.792,1329.665325871877,-1174.2790333416804,3910.3302907811913
2014-06-17,3418.5020000000004,704.6584517077843,-2014.6004395079333,3238.34107520722
2014-06-18,139.8,-0.5892896973164078,-2551.325900631685,2232.393692153101
2014-06-19,0.0,991.4287429350377,-1628.2280262207328,3570.437274917287
2014-06-20,1828.9496,1331.7116673361647,-1384.2440829492643,3954.1160998281716
2014-06-21,4107.443,1061.0742905205436,-1427.2608458328086,3666.6362291729683
2014-06-22,1975.498,1176.2850650733847,-1299.8384636665437,3910.953183241963
2014-06-23,109.49600000000001,1292.4839331670944,-1318.9484064383844,4054.015807501008
2014-06-24,4.272,672.1339893970288,-1879.7548624211506,3260.40236570135
2014-06-25,792.76,-29.013690933455077,-2480.172258033931,2603.4229613245125
2014-06-26,0.0,971.25774298598,-1671.3259786985716,3622.6357792657736
2014-06-27,616.14,1317.4139858050714,-1216.5401208633573,3874.1990554513745
2014-06-28,1645.791,1050.29247061818,-1478.2027133963577,3657.0917431150733
2014-06-29,46.68,1169.3190853351755,-1286.8658788129726,3825.668539407628
2014-06-30,739.624,1288.549720621051,-1524.2056929881624,3802.6725043230854
2014-07-01,601.0239999999999,668.4322619148272,-1799.8825523516066,3284.3492242444977
2014-07-02,79.56,-33.47282815607229,-2434.9006626721875,2634.3102709488226
2014-07-03,0.0,969.9492570421485,-1336.0046962777951,3361.983575183846
2014-07-04,247.40800000000002,1306.8816240130552,-1100.9990692531055,3894.726787992662
2014-07-05,1444.104,1048.1615392092529,-1385.296543415832,3578.383239359063
2014-07-06,1038.472,1166.2327044139224,-1205.2434165793893,3547.453978746224
2014-07-07,241.19400000000002,1284.1438885130638,-1083.7136930174902,3878.7727814800496
2014-07-08,763.0740000000001,660.4484304127434,-1888.4622153333703,3273.8782343851763
2014-07-09,265.521,-45.388589525987705,-2289.579530372286,2659.3707892982725
2014-07-10,0.0,958.7133691318257,-1717.96469448115,3457.491298867603
2014-07-11,2187.206,1304.5617172329034,-1198.3523950364695,4034.1653875836046
2014-07-12,1960.012,1033.4015512705907,-1634.5056153838295,3619.6943358651915
2014-07-13,351.216,1150.2803778217622,-1469.3992921682761,3819.81369053457
2014-07-14,292.594,1267.3297543248739,-1304.7089833038547,3915.375840638717
2014-07-15,9.51,641.1429889335145,-2016.6986236760747,3152.2895089962462
2014-07-16,0.0,-66.99525418268779,-2537.709066310104,2581.634166838373
2014-07-17,0.0,939.8607677934353,-1554.5215158513608,3663.7440138702245
2014-07-18,273.04,1287.0974742578467,-1411.6544484229994,4073.24140353295
2014-07-19,461.326,1016.0514985142531,-1682.1800584356479,3593.0907466601243
2014-07-20,2285.786,1134.453828355704,-1649.8128026741388,3907.9427094557027
2014-07-21,1961.482,1253.3373230564796,-1209.4768135785955,3725.0124145979826
2014-07-22,1348.344,627.2282949434439,-1872.9197591250788,3228.5750480155207
2014-07-23,2613.1839999999997,-80.86334954797817,-2481.504287635259,2598.3078443421837
2014-07-24,0.0,930.7954060729683,-1496.3957026221506,3508.678742258361
2014-07-25,8341.289999999999,1281.111612465995,-1250.140663016566,3810.0553919989293
2014-07-26,5039.994,1011.4770042687393,-1652.9455066331614,3536.513496983288
2014-07-27,580.06,1132.293114265953,-1425.130251157764,3906.0441727152606
2014-07-28,193.152,1253.5053390742792,-1291.4103275922291,3880.5232567481958
2014-07-29,0.0,627.6081661049617,-2117.123223765514,3380.9175554412873
2014-07-30,1367.84,-80.60528870520929,-2659.5462208920167,2571.6923028758465
2014-07-31,0.0,935.4640220817722,-1804.2988497207593,3444.688738124939
2014-08-01,228.328,1288.3405178265998,-1183.5094965938147,3936.756088901456
2014-08-02,886.28,1019.5822285031882,-1468.8674470974859,3688.992817906932
2014-08-03,477.994,1142.3827580889524,-1527.0230368571229,3589.9715423637513
2014-08-04,2743.154,1265.7273063557243,-1351.4272896059679,3804.2565868546812
2014-08-05,2408.7239999999997,640.2066282952219,-1870.7097898845427,3102.7177996308587
2014-08-06,262.89,-67.47910606395713,-2527.742669185461,2681.2145942702573
2014-08-07,0.0,954.2497063710126,-1610.0974110490274,3388.2287134804865
2014-08-08,3955.629,1311.6351542713824,-1321.6717777595952,3905.406291415026
2014-08-09,3605.6850000000004,1046.4830634647942,-1501.4504931914487,3694.9264697910758
2014-08-10,0.0,1174.8377130448448,-1292.0849147081587,3727.6620719992684
2014-08-11,451.62,1304.7563333447645,-1205.0830245590444,3882.126820745191
2014-08-12,1832.38,684.9290535784816,-1802.343972569805,3266.386565358737
2014-08-13,0.0,-16.06482773497883,-2571.7610161151415,2593.0174379837717
2014-08-14,0.0,1018.2748841953489,-1462.215666474456,3559.316793207481
2014-08-15,842.7819999999999,1387.8158899051452,-1168.4734974865387,3923.6837356904707
2014-08-16,853.092,1134.4885734564427,-1442.5863981040964,3683.2971878417798
2014-08-17,500.342,1277.035341880632,-1216.2072349799803,3902.6618190739014
2014-08-18,0.0,1422.4063878011982,-1157.235689650419,4076.505186669208
2014-08-19,1439.106,817.1892650910706,-1853.416058609922,3504.6241754901234
2014-08-20,1838.722,131.62196961524862,-2451.3517163589613,2563.784890125724
2014-08-21,0.0,1186.8914210575742,-1437.712964509232,3785.2445212454945
2014-08-22,23.104,1576.2491888771483,-1060.8539820304334,4228.815220143236
2014-08-23,565.224,1341.5065220989395,-1158.054546053104,3935.3937820247356
2014-08-24,59.74,1503.8644460984005,-1057.711200158689,3935.126454912588
2014-08-25,1451.6499999999999,1668.936967364177,-911.0707990061993,4394.4351242974335
2014-08-26,366.81,1080.9963378417435,-1288.9529788408506,3602.2018726095594
2014-08-27,2070.13,411.74871750624226,-2136.0422517587444,2956.4065389766283
2014-08-28,0.0,1486.904747862486,-1208.4948539967995,4081.043424380885
2014-08-29,832.3225,1892.9691673794339,-602.032133555254,4517.560298782134
2014-08-30,121.24,1671.5397439243295,-793.6974511003451,4101.51094813675
2014-08-31,92.52,1846.2213809713467,-796.7995089760428,4313.487558398992
2014-09-01,469.436,2021.2791363520785,-733.8656525222566,4706.549274666381
2014-09-02,3254.15,1438.7005817010772,-1310.3988421861668,3964.1375054088576
2014-09-03,22.08,771.7344778155481,-1998.952647108545,3259.9915512716884
2014-09-04,0.0,1850.7328853972435,-851.0901237573456,4648.255394605836
2014-09-05,296.304,2255.613151092602,-209.45329818872676,4793.8824665554075
2014-09-06,100.36,2027.9582745127173,-635.7494025325299,4410.822955222531
2014-09-07,3523.875,2194.011716621187,-344.696769344314,4771.427329498404
2014-09-08,14228.428,2356.956147212355,-135.19990716589507,4849.337545514593
2014-09-09,4043.5879999999997,1756.7881477322048,-762.7581193451317,4452.543261609682
2014-09-10,1855.2279999999998,1068.6145985392277,-1521.0120235697614,3851.3010135091513
2014-09-11,127.95,2127.7606125358798,-357.26024141879765,4773.91755509748
2014-09-12,4904.66,2507.897898417149,-114.01266796249809,4962.696706131341
2014-09-13,1275.408,2250.940431133746,-321.6629861747862,4728.74036026214
2014-09-14,5023.716,2386.1138328928746,51.14381525714966,5212.214753370094
2014-09-15,133.436,2515.853855936755,-75.79614927228691,5265.433448611936
2014-09-16,33.552,1878.4876974812582,-634.8841481011129,4467.175534495632
2014-09-17,820.523,1151.282744172602,-1478.6481325681195,3831.0672401012084
2014-09-18,0.0,2174.815450489639,-409.6071325674975,4842.68011981368
2014-09-19,9338.637,2516.761761322091,170.45202598478818,4937.943858925495
2014-09-20,5335.968000000001,2219.5843936766128,-440.8180215982129,4775.52004639635
2014-09-21,2679.652,2315.6737703173417,-474.60537757164616,4901.696155999937
2014-09-22,1240.266,2406.8639174076993,-248.69855383365638,5012.710498716995
2014-09-23,10662.337000000001,1729.9187788581687,-873.0690459090116,4510.560048039475
2014-09-24,211.96,964.3324034127356,-1882.953983572385,3496.2902243099434
2014-09-25,354.88880000000006,1955.9585251039382,-701.2380501714235,4561.02908560706
2014-09-26,1480.614,2266.4634335098617,-527.5818273377565,4929.349784194991
2014-09-27,773.4399999999999,1938.805833112306,-671.1624917921137,4366.096249382988
2014-09-28,490.29200000000003,2008.4508114892114,-467.76481361846277,4559.483210358615
2014-09-29,8109.07,2076.5050799171017,-632.8935915176918,4645.9803874493955
2014-09-30,987.532,1378.0105883918598,-1160.1338899100608,3972.431093246372
2014-10-01,4.71,594.4987557532704,-2106.210188879367,3337.342476632881
2014-10-02,598.144,1576.8835796944875,-1146.5796789491208,4189.534838557994
2014-10-03,862.683,1880.5799416006896,-620.8065345650241,4540.039283196859
2014-10-04,728.7479999999999,1548.7791287527932,-941.8809909754701,4149.544238451967
2014-10-05,191.9,1619.7389679133414,-991.1647972708377,4116.573234654563
2014-10-06,494.71,1693.541542326193,-892.6456294489599,4233.80329394283
2014-10-07,237.35999999999999,1003.1972110821675,-1664.2625496533353,3775.827940065551
2014-10-08,147.392,231.9559344468981,-2502.939523726883,2568.3220728904057
2014-10-09,249.35999999999999,1235.466903115119,-1398.892018894879,3943.9257346447703
2014-10-10,2049.386,1562.565203433051,-1087.1959003362065,4062.097032837744
2014-10-11,1381.164,1256.3458701804361,-1304.1900035343742,3925.3881691405477
2014-10-12,58.53,1357.5330162494886,-1106.6213263758825,3760.6912765173483
2014-10-13,2212.182,1464.8628250021723,-1111.6410039032273,4062.0053645201174
2014-10-14,4525.484,809.000779198191,-1764.484153131529,3507.7240175414986
2014-10-15,206.72400000000002,74.61289270113205,-2465.0069156818304,2640.4923905829814
2014-10-16,194.322,1121.7947100330623,-1377.1928097674886,3639.759508718008
2014-10-17,136.068,1492.5292791033316,-813.2189716443969,4076.8323805756017
2014-10-18,3134.916,1229.562668068504,-1468.280730601482,3679.8660451712767
2014-10-19,641.104,1375.8551092105536,-1091.0204920964152,3787.5659003675632
2014-10-20,1501.104,1528.5923654487879,-1076.005379770616,4005.427901213685
2014-10-21,1356.602,915.9192407707468,-1763.395250241258,3632.088241912558
2014-10-22,223.808,223.77377910346664,-2274.2715113270683,2663.662424223957
2014-10-23,0.0,1316.5886396014096,-1355.8654515749006,3604.9556771462276
2014-10-24,56.49,1729.4232470412624,-881.372429322555,4192.75228303091
2014-10-25,103.882,1504.6434103285344,-899.5250452649631,3931.736946782605
2014-10-26,447.88,1687.4568609654125,-718.3462254259347,4457.683398723164
2014-10-27,22.32,1873.5549713578348,-775.4716423573681,4465.3487534009855
2014-10-28,1510.5819999999999,1288.6640567957968,-1336.384961494151,3939.254013116205
2014-10-29,2813.8120000000004,620.1434790246143,-1875.8317363241176,3183.164524312546
2014-10-30,0.0,1736.9596710088695,-868.4011878285949,4358.7213357146775
2014-10-31,5362.026,2167.4919885448126,-526.4498163745111,4845.302304144187
2014-11-01,4732.08,1954.0151280145594,-641.9997317032545,4592.516267465148
2014-11-02,2126.37,2144.3168692136414,-528.4820058751656,4755.010975271907
2014-11-03,2784.163,2332.967023597609,-254.97440649430956,5012.86709314547
2014-11-04,6693.7480000000005,1743.682451464489,-821.4164878873155,4256.686509740049
2014-11-05,1694.564,1065.6840405885177,-1498.1088395964982,3575.2922745363985
2014-11-06,43.68,2172.9374247165556,-274.7639578139583,4578.25350406248
2014-11-07,1449.142,2587.6257096092436,-70.59155139531113,5195.113013707657
2014-11-08,333.576,2352.4270754061763,-77.71308112591608,5090.2094290391815
2014-11-09,1574.094,2518.206432898559,-153.57294418819097,5120.169745477923
2014-11-10,2002.556,2678.9027731167916,305.0246209308991,5134.304527906287
2014-11-11,8114.548,2056.6986972537793,-456.9705581909113,4684.182161492206
2014-11-12,1054.7612,1343.1268799440315,-1141.1285568172138,4082.4234870562245
2014-11-13,0.0,2417.568107576999,-185.69507969531665,5115.559062242375
2014-11-14,1034.73,2796.3817395976353,149.86197268436126,5263.6651661189
2014-11-15,1780.822,2522.969817824862,-238.10221833687393,5004.11403134207
2014-11-16,1355.9285,2651.5346496867273,181.0772506197733,5239.505026963067
2014-11-17,11544.274,2775.5774898055097,87.47350163940794,5502.442436771833
2014-11-18,3406.855,2115.866646530992,-291.0407976018096,4592.209228662663
2014-11-19,7226.086,1366.288826454396,-1213.6671920772824,4057.3368088966945
2014-11-20,907.5600000000001,2411.6013983682424,-311.90137602580285,5055.909427420369
2014-11-21,1249.622,2762.2191523767333,90.52182753650058,5263.7405950569355
2014-11-22,1103.298,2462.065248417533,-36.51348186992699,5001.419246333031
2014-11-23,1363.28,2568.396901814774,135.3310299809245,5169.642160921227
2014-11-24,5578.606,2673.919445583605,304.37101129427816,5239.11576355123
2014-11-25,4415.695,1997.558919522408,-552.798440071945,4669.9720602097605
2014-11-26,1705.99,1235.0659964618974,-1325.809098074557,3742.058974122037
2014-11-27,203.66,2269.9381448262793,-293.9687642828995,4840.6817522350675
2014-11-28,2280.83,2624.3421089496446,162.50614059522593,5313.314512884727
2014-11-29,649.044,2323.826864692184,-109.22918377838208,4859.739847065449
2014-11-30,219.154,2434.1677481595343,34.420228296897655,5164.458824171891
2014-12-01,5624.39,2546.6414302223443,-81.02045630024332,5147.818436402024
2014-12-02,1771.808,1877.7112306965753,-677.4706167248909,4224.690309612675
2014-12-03,505.88,1124.398305322211,-1537.2188331637155,3621.2019514431977
2014-12-04,129.98,2180.5755695652915,-200.2936919012401,4738.371739480322
2014-12-05,2963.642,2543.102657819511,38.52295864254605,5131.038531585991
2014-12-06,1970.978,2255.287955719828,-228.62245045463618,4817.317881938868
2014-12-07,548.4,2378.8886746869644,107.19708458879784,4965.588565886199
2014-12-08,1095.12,2503.493787193721,-326.7778323688801,4980.918465076848
2014-12-09,1522.652,1842.9427570064368,-788.9845110696186,4353.082695247655
2014-12-10,573.336,1095.4699131286864,-1541.23156282644,3555.8606021596484
2014-12-11,0.0,2159.2799683668954,-407.9470411919366,4858.493344053465
2014-12-12,4938.4045,2524.3650085830905,-87.66641182961747,5038.061645695635
2014-12-13,293.152,2233.776937667134,-384.5277287670778,4763.20738707831
2014-12-14,7641.658,2351.716282675467,-287.0460599577092,5011.850479827064
2014-12-15,1264.466,2466.547676743421,-114.01302479585766,5147.366496879004
2014-12-16,4394.187,1790.0363059658757,-898.764567007142,4244.534190622017
2014-12-17,45.534,1022.2537190827583,-1577.7784269020174,3548.569890353017
2014-12-18,0.0,2066.421077572694,-401.32637429720006,4537.6968828877225
2014-12-19,3436.7599999999998,2406.3924941745213,-166.15801923829187,4945.078646011709
2014-12-20,6962.4400000000005,2085.7207403186917,-567.875842839186,4406.3977967461105
2014-12-21,1933.44,2171.8165563358825,-559.0917420618997,4730.75128013626
2014-12-22,798.968,2252.577812291546,-359.54667255330855,4684.9561412735575
2014-12-23,942.108,1538.4246152520366,-1019.4223668427561,4269.21789497769
2014-12-24,1950.202,731.9477851484831,-1622.5541824782556,3247.854484831907
2014-12-25,0.0,1775.5075399950213,-757.0497976069083,4424.846922756003
2014-12-26,2041.414,2046.8378597800515,-475.16111401606736,4682.373324464699
2014-12-27,2966.388,1690.9474581991392,-814.4157676616566,4300.897922483327
2014-12-28,3732.2960000000003,1745.2794958343081,-748.9486343617048,4302.405654014607
2014-12-29,2072.096,1797.4724263352991,-681.925063978337,4330.412967117526
2014-12-30,2172.6510000000003,1056.680289548915,-1538.983391383193,3592.459412691217
2014-12-31,5253.2699999999995,227.9591166271616,-2265.1171515516116,2897.6142786832293
